scan_time分析报告 - beisi_check_66Hz.txt
==================================================

基本统计信息:
  总数据包数: 1475
  有效scan_time数: 1475
  最大scan_time值: 19950
  最小scan_time值: 0
  scan_time范围: 19950

递增规律分析:
  理论递增值: 150
  实际平均递增值: 150.00
  递增值标准差: 0.00
  最小递增值: 150
  最大递增值: 150

重置分析:
  检测到重置次数: 11
  重置点位置: [134, 268, 402, 536, 670, 804, 938, 1072, 1206, 1340]...
  平均重置间隔: 122.9 包/次

一致性评估:
  一致性评分: 1.000 (1.0为完美一致)
  评估结果: 优秀 - scan_time递增非常稳定

详细数据:
序号	时间戳		scan_time	递增值
579	16:12:36.844	6300		150.0
580	16:12:36.859	6450		150.0
581	16:12:36.874	6600		150.0
582	16:12:36.889	6750		150.0
583	16:12:36.904	6900		150.0
584	16:12:36.919	7050		150.0
585	16:12:36.934	7200		150.0
586	16:12:36.949	7350		150.0
587	16:12:36.964	7500		150.0
588	16:12:36.979	7650		150.0
589	16:12:36.994	7800		150.0
590	16:12:37.009	7950		150.0
591	16:12:37.024	8100		150.0
592	16:12:37.039	8250		150.0
593	16:12:37.054	8400		150.0
594	16:12:37.068	8550		150.0
595	16:12:37.084	8700		150.0
596	16:12:37.098	8850		150.0
597	16:12:37.113	9000		150.0
598	16:12:37.128	9150		150.0
599	16:12:37.143	9300		150.0
600	16:12:37.145	9450		150.0
601	16:12:37.159	9600		150.0
602	16:12:37.174	9750		150.0
603	16:12:37.189	9900		150.0
604	16:12:37.204	10050		150.0
605	16:12:37.219	10200		150.0
606	16:12:37.234	10350		150.0
607	16:12:37.249	10500		150.0
608	16:12:37.264	10650		150.0
609	16:12:37.279	10800		150.0
610	16:12:37.294	10950		150.0
611	16:12:37.309	11100		150.0
612	16:12:37.324	11250		150.0
613	16:12:37.339	11400		150.0
614	16:12:37.353	11550		150.0
615	16:12:37.369	11700		150.0
616	16:12:37.384	11850		150.0
617	16:12:37.398	12000		150.0
618	16:12:37.413	12150		150.0
619	16:12:37.429	12300		150.0
620	16:12:37.444	12450		150.0
621	16:12:37.459	12600		150.0
622	16:12:37.474	12750		150.0
623	16:12:37.489	12900		150.0
624	16:12:37.504	13050		150.0
625	16:12:37.519	13200		150.0
626	16:12:37.534	13350		150.0
627	16:12:37.549	13500		150.0
628	16:12:37.564	13650		150.0
629	16:12:37.579	13800		150.0
630	16:12:37.594	13950		150.0
631	16:12:37.624	14100		150.0
632	16:12:37.639	14250		150.0
633	16:12:37.653	14400		150.0
634	16:12:37.669	14550		150.0
635	16:12:37.683	14700		150.0
636	16:12:37.699	14850		150.0
637	16:12:37.713	15000		150.0
638	16:12:37.728	15150		150.0
639	16:12:37.744	15300		150.0
640	16:12:37.759	15450		150.0
641	16:12:37.774	15600		150.0
642	16:12:37.789	15750		150.0
643	16:12:37.804	15900		150.0
644	16:12:37.819	16050		150.0
645	16:12:37.834	16200		150.0
646	16:12:37.849	16350		150.0
647	16:12:37.864	16500		150.0
648	16:12:37.879	16650		150.0
649	16:12:37.894	16800		150.0
650	16:12:37.924	16950		150.0
651	16:12:37.939	17100		150.0
652	16:12:37.953	17250		150.0
653	16:12:37.954	17400		150.0
654	16:12:37.954	17550		150.0
655	16:12:37.955	17700		150.0
656	16:12:37.983	17850		150.0
657	16:12:37.999	18000		150.0
658	16:12:38.013	18150		150.0
659	16:12:38.028	18300		150.0
660	16:12:38.044	18450		150.0
661	16:12:38.059	18600		150.0
662	16:12:38.074	18750		150.0
663	16:12:38.089	18900		150.0
664	16:12:38.104	19050		150.0
665	16:12:38.119	19200		150.0
666	16:12:38.134	19350		150.0
667	16:12:38.149	19500		150.0
668	16:12:38.164	19650		150.0
669	16:12:38.179	19800		150.0
670	16:12:38.194	19950		150.0
671	16:12:38.209	0		150.0
672	16:12:38.224	150		150.0
673	16:12:38.239	300		150.0
674	16:12:38.254	450		150.0
675	16:12:38.269	600		150.0
676	16:12:38.284	750		150.0
677	16:12:38.299	900		150.0
678	16:12:38.313	1050		150.0
679	16:12:38.329	1200		150.0
680	16:12:38.344	1350		150.0
681	16:12:38.359	1500		150.0
682	16:12:38.374	1650		150.0
683	16:12:38.389	1800		150.0
684	16:12:38.404	1950		150.0
685	16:12:38.419	2100		150.0
686	16:12:38.434	2250		150.0
687	16:12:38.449	2400		150.0
688	16:12:38.464	2550		150.0
689	16:12:38.479	2700		150.0
690	16:12:38.494	2850		150.0
691	16:12:38.509	3000		150.0
692	16:12:38.524	3150		150.0
693	16:12:38.539	3300		150.0
694	16:12:38.554	3450		150.0
695	16:12:38.569	3600		150.0
696	16:12:38.583	3750		150.0
697	16:12:38.599	3900		150.0
698	16:12:38.613	4050		150.0
699	16:12:38.629	4200		150.0
700	16:12:38.644	4350		150.0
701	16:12:38.659	4500		150.0
702	16:12:38.674	4650		150.0
703	16:12:38.689	4800		150.0
704	16:12:38.704	4950		150.0
705	16:12:38.719	5100		150.0
706	16:12:38.734	5250		150.0
707	16:12:38.749	5400		150.0
708	16:12:38.764	5550		150.0
709	16:12:38.779	5700		150.0
710	16:12:38.794	5850		150.0
711	16:12:38.809	6000		150.0
712	16:12:38.824	6150		150.0
713	16:12:38.839	6300		150.0
